file,model,mask,dataset,rows,split_counts,test_stored_rows,test_mask_cells,test_unmatched,test_cells_nonfinite_pred,coverage,recomputed,sha256,in_frozen_table,in_multiseed_table,frozen_mae,frozen_r2,d_mae,d_r2,status
B3_mlp__e1_r60_seed43.parquet,B3_mlp,e1_r60_seed43,data/processed/mississippi_graph_v02.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.8876349385285351, 'r2': 0.26320398893875463, 'rmse': 5.139189870568072, 'n': 19829}",189b376ede51b11d2716020f32832f3ff304960d2cdaf044b985826b7c2223f5,True,False,1.8876349385285351,0.2632039915118184,0.0,-2.573063762056904e-09,verified
B3_mlp__e1_r60_seed44.parquet,B3_mlp,e1_r60_seed44,data/processed/mississippi_graph_v02.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.8782793645602471, 'r2': 0.22158452840153664, 'rmse': 5.794992699090128, 'n': 19829}",f7d8383f19924602a46f0b4c24dc0ebbc76aa26768e96bde1e371eff412aa671,True,False,1.8782793645602467,0.2215845826426236,4.440892098500626e-16,-5.424108695528673e-08,verified
B3_mlp__e2a_strict.parquet,B3_mlp,e2a_strict,data/processed/mississippi_graph_v02.pt,33048,"{'train': 25771, 'val': 4093, 'test': 3184}",3184,3184,0,0,1.0,"{'mae': 1.3092068042235934, 'r2': 0.10490455625958306, 'rmse': 1.8860152176604563, 'n': 3184}",8d8913c49e47c6342fa949575f091a8d0958ab516b0e690abab025d1606fb89a,True,False,1.3092068042235934,0.1049045842511052,0.0,-2.7991522141834757e-08,verified
B3_mlp__e2b_partial.parquet,B3_mlp,e2b_partial,data/processed/mississippi_graph_v02.pt,33048,"{'train': 25771, 'val': 4093, 'test': 2547, 'context': 637}",2547,2547,0,0,1.0,"{'mae': 1.2892367982382351, 'r2': 0.10219541291810386, 'rmse': 1.8385695926814511, 'n': 2547}",afae4fd9a442d7e8870fa28d9361eff815fbe01a000194417a47779f7162d2f8,True,False,1.2892367982382351,0.1021953505034343,0.0,6.24146695576977e-08,verified
B3_mlp__e3_spatial_seed42.parquet,B3_mlp,e3_spatial_seed42,data/processed/mississippi_graph_v02.pt,33048,"{'train': 25182, 'test': 5068, 'val': 2798}",5068,5068,0,0,1.0,"{'mae': 1.8860120508361577, 'r2': 0.251614830807097, 'rmse': 3.3638302696550286, 'n': 5068}",7ffe7205f517a6faeccaa00d7326088547fb24b87838ca8a7264a8d0a0c777f5,True,False,1.8860120508361575,0.25161480055839,2.220446049250313e-16,3.024870703915994e-08,verified
B3_mlp__e3_spatial_seed43.parquet,B3_mlp,e3_spatial_seed43,data/processed/mississippi_graph_v02.pt,33048,"{'train': 26140, 'test': 4004, 'val': 2904}",4004,4004,0,0,1.0,"{'mae': 2.2957261458652733, 'r2': 0.07275537065548132, 'rmse': 11.57634342683243, 'n': 4004}",5c8d844ac4d9a26f65f5405bc74d46e5378fe3dc7752ab7bd4bffedc9ebaf2e9,True,False,2.2957261458652733,0.0727553854292221,0.0,-1.4773740772411337e-08,verified
B3_mlp__e3_spatial_seed44.parquet,B3_mlp,e3_spatial_seed44,data/processed/mississippi_graph_v02.pt,33048,"{'train': 25325, 'test': 4909, 'val': 2814}",4909,4909,0,0,1.0,"{'mae': 1.8715321556121545, 'r2': 0.4447961909084531, 'rmse': 3.6198478995839802, 'n': 4909}",2c55fbf3e2c813d6af98d53e6caee2505fb4227fafc8eef164dbfff5b90dcde0,True,False,1.8715321556121545,0.4447962456792178,0.0,-5.477076470139508e-08,verified
G0_gcn_none__e1_r20_seed42.parquet,G0_gcn_none,e1_r20_seed42,data/processed/mississippi_graph_v02.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.8310443282645879, 'r2': 0.17624200671091395, 'rmse': 6.98910041526668, 'n': 6610}",8760bde9f651649e731f5597f4b134ad1cff1c9ae8b615d379edad6812313e85,True,False,1.822688698768616,0.1690386258374927,0.008355629495971906,0.0072033808734212335,conflict
H2E_transport_river__e1_r20_seed42.parquet,H2E_transport_river,e1_r20_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.491074872589508, 'r2': 0.25592471750110346, 'rmse': 6.642474536931019, 'n': 6610}",2f70c1bd86db3511e47c6fc4dc6f365f17e9bf685605c395c131ca4511b055f6,True,False,1.491075038909912,0.2559247555329769,-1.6632040411579396e-07,-3.803187342832359e-08,verified
H2E_transport_river__e1_r20_seed43.parquet,H2E_transport_river,e1_r20_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.2997920502163187, 'r2': 0.5918633494502175, 'rmse': 3.077865666953732, 'n': 6610}",6b3e22552eec433429f3dfaf358a99b854f6d5795382a459443106ed46ca96d7,True,False,1.299791932106018,0.5918633413102401,1.1811030065089767e-07,8.139977358823103e-09,verified
H2E_transport_river__e1_r20_seed44.parquet,H2E_transport_river,e1_r20_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.4128986889628887, 'r2': 0.4253468136044115, 'rmse': 4.526159872826988, 'n': 6610}",edd678450616ec23f75824c8d455892635eddf129e2db0304669ade8ee4f696a,True,False,1.4128986597061155,0.4253467665863325,2.925677322629383e-08,4.701807898577215e-08,verified
H2E_transport_river__e1_r40_seed42.parquet,H2E_transport_river,e1_r40_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.5193257737687509, 'r2': 0.2611514674322327, 'rmse': 6.724514884447097, 'n': 13219}",6dce936d22f797e9d3dee5cfbeee188deeb78374d9ff003a27796b4947922f9a,True,False,1.5193257331848145,0.261151420828037,4.058393643369129e-08,4.6604195724775366e-08,verified
H2E_transport_river__e1_r40_seed43.parquet,H2E_transport_river,e1_r40_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.4331959838454702, 'r2': 0.36097593011897056, 'rmse': 5.096037017319537, 'n': 13219}",6d504fad1f17e5238b4a09d610d505e508fc83806c4c165e94c50dd5781a828d,True,False,1.433195948600769,0.3609759420378882,3.524470115756628e-08,-1.1918917630637793e-08,verified
H2E_transport_river__e1_r40_seed44.parquet,H2E_transport_river,e1_r40_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.3808964551598728, 'r2': 0.4661105477553369, 'rmse': 4.1453199280395845, 'n': 13219}",38e56797e5c2738f50866288f0d6938aee5e6a39565b48bb5611359660cc6180,True,False,1.3808964490890503,0.4661105343314091,6.0708225113614844e-09,1.3423927802680424e-08,verified
H2E_transport_river__e1_r60_seed42.parquet,H2E_transport_river,e1_r60_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.4937164548981194, 'r2': 0.27213070022678176, 'rmse': 5.984045453867838, 'n': 19829}",07235fc5c6e00bea9d53c141af7b61b24aa314fcb52c06b17c18e0410b841cd6,True,False,1.4937163591384888,0.2721307099863688,9.575963066943416e-08,-9.759587027424743e-09,verified
H2E_transport_river__e1_r60_seed43.parquet,H2E_transport_river,e1_r60_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.5011309317947996, 'r2': 0.3890962795882822, 'rmse': 4.679585808847591, 'n': 19829}",327d553233a81ca5da21ac23bb887b5fc2f03e8d0e3c6cfc6bb8a2497c064035,True,False,1.5011308193206787,0.3890962474019978,1.1247412090575892e-07,3.218628441548077e-08,verified
H2E_transport_river__e1_r60_seed44.parquet,H2E_transport_river,e1_r60_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.4904606098981643, 'r2': 0.28765472258666325, 'rmse': 5.543607047734938, 'n': 19829}",a16bff42ed306546d503e56de3264337b973cc6a1181763c4bf55def96eecf4f,True,False,1.4904606342315674,0.2876547511448091,-2.4333403070286863e-08,-2.8558145848123218e-08,verified
H2E_transport_river__e2a_strict.parquet,H2E_transport_river,e2a_strict,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25771, 'val': 4093, 'test': 3184}",3184,3184,0,0,1.0,"{'mae': 1.2432015559369296, 'r2': 0.2646168269190253, 'rmse': 1.7094931443301653, 'n': 3184}",e9fa73825808378adaeb01d1a983e5bb9706bd5999574af7e74217a843b10db3,True,False,1.2432016134262085,0.2646168890357028,-5.748927889293043e-08,-6.211667746836014e-08,verified
H2E_transport_river__e2b_partial.parquet,H2E_transport_river,e2b_partial,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25771, 'val': 4093, 'test': 2547, 'context': 637}",2547,2547,0,0,1.0,"{'mae': 1.1350778490246443, 'r2': 0.34174464226674506, 'rmse': 1.5742959005795507, 'n': 2547}",6506a4e42c132606128fb27cf25344a25c2af9147bd0127eb72f7d0b51976a60,True,False,1.135077953338623,0.3417446180476527,-1.0431397878818416e-07,2.421909234273656e-08,verified
H2E_transport_river__e3_spatial_seed42.parquet,H2E_transport_river,e3_spatial_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25182, 'test': 5068, 'val': 2798}",5068,5068,0,0,1.0,"{'mae': 1.6236031571257603, 'r2': 0.39678806506871256, 'rmse': 3.0199965784502454, 'n': 5068}",364918e07d61219494b146a499ff4c626cc8f35c51b72ac32da6a76dd4da1581,True,False,1.6236032247543335,0.3967880973124033,-6.762857318598492e-08,-3.2243690717415063e-08,verified
H2E_transport_river__e3_spatial_seed43.parquet,H2E_transport_river,e3_spatial_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 26140, 'test': 4004, 'val': 2904}",4004,4004,0,0,1.0,"{'mae': 2.140302798814037, 'r2': 0.07208090206133055, 'rmse': 11.580552920477297, 'n': 4004}",08bd6027270fafef5279376f2f570a8842fae809ce1647750710395bd9f859b7,True,False,2.140302896499634,0.0720809351626374,-9.76855969447854e-08,-3.310130684830437e-08,verified
H2E_transport_river__e3_spatial_seed44.parquet,H2E_transport_river,e3_spatial_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25325, 'test': 4909, 'val': 2814}",4909,4909,0,0,1.0,"{'mae': 1.615808355012052, 'r2': 0.4999749813144796, 'rmse': 3.4352628387350963, 'n': 4909}",c9d5c77f35bdd6cf1fdc593bf8aba1a643909b9442e0b1879c210b7eb4ed6626,True,False,1.6158084869384766,0.4999750162883011,-1.319264244514784e-07,-3.497382150552397e-08,verified
H2X_transport_enc_river__e1_r20_seed42.parquet,H2X_transport_enc_river,e1_r20_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.4294212386936356, 'r2': 0.254206871192041, 'rmse': 6.650137855567873, 'n': 6610}",89c5454e1a2bd50e4e592104ede3553efd5c8f9fb377f11fcfd9846da117b8f8,True,False,1.429421305656433,0.2542068769993548,-6.696279752915757e-08,-5.807313796513114e-09,verified
H2X_transport_enc_river__e1_r20_seed43.parquet,H2X_transport_enc_river,e1_r20_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.3168703391257555, 'r2': 0.594441860015182, 'rmse': 3.068127649291975, 'n': 6610}",af2f75b1d391a7cf10d20e318f268b6dcd4da553cbc07721a698d93808c3a789,True,False,1.3168703317642212,0.5944418158016893,7.361534271055348e-09,4.421349264482899e-08,verified
H2X_transport_enc_river__e1_r20_seed44.parquet,H2X_transport_enc_river,e1_r20_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 23794, 'test': 6610, 'val': 2644}",6610,6610,0,0,1.0,"{'mae': 1.4776494241969127, 'r2': 0.3798680928644117, 'rmse': 4.701852696811145, 'n': 6610}",baf54a8c07815cb3d14e06e234f233078c73f6bcc47cf9d902a834a9c99209b1,True,False,1.4776495695114136,0.3798681031765282,-1.4531450087673647e-07,-1.031211649404895e-08,verified
H2X_transport_enc_river__e1_r40_seed42.parquet,H2X_transport_enc_river,e1_r40_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.448967132409349, 'r2': 0.22785443539943517, 'rmse': 6.874369029669725, 'n': 13219}",3eeb49a38ab54db7954f6bb4a97a8ea0455fe91f12f7019d57630ec5544465fa,True,False,1.4489669799804688,0.2278543294160435,1.5242888018462963e-07,1.059833916738917e-07,verified
H2X_transport_enc_river__e1_r40_seed43.parquet,H2X_transport_enc_river,e1_r40_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.4085473869046914, 'r2': 0.3449956357778139, 'rmse': 5.159362733752192, 'n': 13219}",06d7709bad1e370e65e9b92314d1f0d3493c2bcc99ca34e6d1bfb33e7f431ce3,True,False,1.4085474014282229,0.3449956069566448,-1.452353148856389e-08,2.882116911795407e-08,verified
H2X_transport_enc_river__e1_r40_seed44.parquet,H2X_transport_enc_river,e1_r40_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 17846, 'test': 13219, 'val': 1983}",13219,13219,0,0,1.0,"{'mae': 1.3835158615191798, 'r2': 0.4443314661555584, 'rmse': 4.2290253264460675, 'n': 13219}",c1bf103843dc51147ffbdf41dfff099feb719b8bc01a3cf903997744d77565f7,True,False,1.3835159540176392,0.4443314715202832,-9.249845933645418e-08,-5.364724775525076e-09,verified
H2X_transport_enc_river__e1_r60_seed42.parquet,H2X_transport_enc_river,e1_r60_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.5298896892307847, 'r2': 0.29451435088641575, 'rmse': 5.891315409206226, 'n': 19829}",44f3a9c84f89ba316a5e39398390052bf1d889eb8cf39c522a4892d5d3029ff0,True,False,1.529889702796936,0.2945142973417571,-1.3566151313426644e-08,5.3544658651372146e-08,verified
H2X_transport_enc_river__e1_r60_seed43.parquet,H2X_transport_enc_river,e1_r60_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.533560871096129, 'r2': 0.3241320283394493, 'rmse': 4.922117347805395, 'n': 19829}",794095ba2a766c846329f234038e16306f360baaf40de9f379d12a787b54166b,True,False,1.5335609912872314,0.3241321021841727,-1.2019110240402142e-07,-7.384472339166948e-08,verified
H2X_transport_enc_river__e1_r60_seed44.parquet,H2X_transport_enc_river,e1_r60_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'test': 19829, 'train': 11897, 'val': 1322}",19829,19829,0,0,1.0,"{'mae': 1.485022427398373, 'r2': 0.28527146956926785, 'rmse': 5.552872769416812, 'n': 19829}",af4682694db377243c9321534fadda5f42f0683470a5a6ddbe096b0daffb4d44,True,False,1.4850224256515503,0.2852715055222694,1.746822686499172e-09,-3.5953001520372396e-08,verified
H2X_transport_enc_river__e2a_strict.parquet,H2X_transport_enc_river,e2a_strict,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25771, 'val': 4093, 'test': 3184}",3184,3184,0,0,1.0,"{'mae': 0.9555256173538802, 'r2': 0.4534763962323597, 'rmse': 1.4737200124047836, 'n': 3184}",edfc26e2900a613043523a25f3ef31af951f3eff2b1531fcc5a4225ef69b23f3,True,False,0.9555256366729736,0.4534764280074618,-1.9319093436109824e-08,-3.1775102105058295e-08,verified
H2X_transport_enc_river__e2b_partial.parquet,H2X_transport_enc_river,e2b_partial,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25771, 'val': 4093, 'test': 2547, 'context': 637}",2547,2547,0,0,1.0,"{'mae': 1.0598005103419048, 'r2': 0.35465542826787333, 'rmse': 1.558780606595486, 'n': 2547}",e54af4c4725184073ae6761fb9904895a47f0aaa5db1637cc8fec27977527be5,True,False,1.0598005056381226,0.3546554380425143,4.703782252590827e-09,-9.774640985504846e-09,verified
H2X_transport_enc_river__e3_spatial_seed42.parquet,H2X_transport_enc_river,e3_spatial_seed42,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25182, 'test': 5068, 'val': 2798}",5068,5068,0,0,1.0,"{'mae': 1.5936065330107614, 'r2': 0.376863600739623, 'rmse': 3.069467562917438, 'n': 5068}",0985dcd2c1eb22e10d86536d0fd2d5b3ee05be9bde9d113563f7034698df357b,True,False,1.5936065912246704,0.376863554544384,-5.821390902660539e-08,4.6195238967428054e-08,verified
H2X_transport_enc_river__e3_spatial_seed43.parquet,H2X_transport_enc_river,e3_spatial_seed43,data/processed/mississippi_graph_v04.pt,33048,"{'train': 26140, 'test': 4004, 'val': 2904}",4004,4004,0,0,1.0,"{'mae': 2.1185814548306143, 'r2': 0.07180209239081015, 'rmse': 11.582292580568657, 'n': 4004}",a48d104c9812a37de1f8bfc7507cda2382647d4e6fcd31b21e07e07860426983,True,False,2.118581295013428,0.0718021783639578,1.598171861516562e-07,-8.59731476565706e-08,verified
H2X_transport_enc_river__e3_spatial_seed44.parquet,H2X_transport_enc_river,e3_spatial_seed44,data/processed/mississippi_graph_v04.pt,33048,"{'train': 25325, 'test': 4909, 'val': 2814}",4909,4909,0,0,1.0,"{'mae': 1.5931533553946233, 'r2': 0.5216333224854288, 'rmse': 3.360040899582945, 'n': 4909}",e6e87e08e6d0fd944cc301fc7427a89f5932f43d244a0c6178a55c8817404719,True,False,1.5931532382965088,0.5216333656154806,1.1709811453819441e-07,-4.313005175227147e-08,verified
